"","Date","Irradiance","Energy","External_Temperature","Office_Temperature","Delta_Temperature","Day","Month","Hours","Working"
"1",(01/01/18 00:15:00),4.53628516624041,5,6.2478,18.0262,-11.7784,2,1,0,0
"2",(01/01/18 00:45:00),4.00664322250639,5,6.5086,17.8712,-11.3626,2,1,0,0
"3",(01/01/18 01:00:00),3.64864450127877,5.125,7.0098,17.8112,-10.8014,2,1,1,0
"4",(01/01/18 01:15:00),3.32987851662404,5.125,7.0277,17.7506,-10.7229,2,1,1,0
"5",(01/01/18 01:30:00),3.83009590792839,5,7.3161,17.7031,-10.387,2,1,1,0
"6",(01/01/18 01:45:00),3.55546675191816,5.125,7.0182,17.6387,-10.6205,2,1,1,0
"7",(01/01/18 02:00:00),3.79576726342711,5,6.9925,17.6168,-10.6243,2,1,2,0
"8",(01/01/18 02:15:00),2.92303069053708,5.125,7.3821,17.5787,-10.1966,2,1,2,0
"9",(01/01/18 02:30:00),3.3202621483376,5,7.3941,17.53,-10.1359,2,1,2,0
"10",(01/01/18 02:45:00),3.16313938618926,5.125,7.3674,17.4912,-10.1238,2,1,2,0
"11",(01/01/18 03:00:00),3.04053708439898,5.125,7.5815,17.4687,-9.8872,2,1,3,0
"12",(01/01/18 03:15:00),3.27102941176471,5.125,8.0686,17.4431,-9.3745,2,1,3,0
"13",(01/01/18 03:30:00),2.33434782608696,5,8.4041,17.3975,-8.9934,2,1,3,0
"14",(01/01/18 03:45:00),2.1774168797954,5.125,8.3615,17.3687,-9.0072,2,1,3,0
"15",(01/01/18 04:00:00),1.63796675191816,5,8.6763,17.3624,-8.6861,2,1,4,0
"16",(01/01/18 04:15:00),1.44670716112532,5.125,8.9909,17.3462,-8.3553,2,1,4,0
"17",(01/01/18 04:30:00),0.691476982097187,5.25,9.2663,17.3168,-8.0505,2,1,4,0
"18",(01/01/18 04:45:00),0.338382352941176,5.125,9.511,17.2812,-7.7702,2,1,4,0
"19",(01/01/18 05:00:00),0.304053708439898,5.375,9.4915,17.2812,-7.7897,2,1,5,0
"20",(01/01/18 05:15:00),0.215780051150895,5.125,9.6333,17.2687,-7.6354,2,1,5,0
"21",(01/01/18 05:30:00),0.122602301790281,5.25,9.4174,17.2556,-7.8382,2,1,5,0
"22",(01/01/18 05:45:00),0.186355498721228,5.125,9.2245,17.2293,-8.0048,2,1,5,0
"23",(01/01/18 06:00:00),0.058849104859335,5.125,9.1452,17.2068,-8.0616,2,1,6,0
"24",(01/01/18 06:15:00),0.058849104859335,5.25,9.0735,17.2068,-8.1333,2,1,6,0
"25",(01/01/18 06:30:00),0.07846547314578,5.25,9.0682,17.1906,-8.1224,2,1,6,0
"26",(01/01/18 06:45:00),0.073561381074169,5.125,9.1006,17.1743,-8.0737,2,1,6,0
"27",(01/01/18 07:00:00),0.034328644501279,5.25,9.0779,17.1649,-8.087,2,1,7,1
"28",(01/01/18 07:15:00),0.009808184143223,5.25,8.928,17.1518,-8.2238,2,1,7,1
"29",(01/01/18 07:30:00),0.009808184143223,5.25,9.0364,17.1456,-8.1092,2,1,7,1
"30",(01/01/18 07:45:00),0.014712276214834,4.75,8.8638,17.1362,-8.2724,2,1,7,1
"31",(01/01/18 08:00:00),0.024712276214834,4.375,8.9898,17.1362,-8.1464,2,1,8,1
"32",(01/01/18 08:15:00),0.579450127877238,4.5,9.0112,17.1,-8.0888,2,1,8,1
"33",(01/01/18 08:30:00),2.07832480818414,4.875,8.9918,17.0906,-8.0988,2,1,8,1
"34",(01/01/18 08:45:00),9.24382992327366,4.375,9.2251,17.0774,-7.8523,2,1,8,1
"35",(01/01/18 09:00:00),11.3181329923274,4.375,9.225,17.0743,-7.8493,2,1,9,1
"36",(01/01/18 09:15:00),22.8894245524297,4.8,9.2063,17.0843,-7.878,2,1,9,1
"37",(01/01/18 09:30:00),13.6265153452685,4.375,9.3303,17.0781,-7.7478,2,1,9,1
"38",(01/01/18 09:45:00),5.61503836317136,4.375,9.4339,17.075,-7.6411,2,1,9,1
"39",(01/01/18 10:00:00),14.1996099744246,4.25,9.5717,17.0718,-7.5001,2,1,10,1
"40",(01/01/18 10:15:00),17.8472826086956,4.125,9.6216,17.0687,-7.4471,2,1,10,1
"41",(01/01/18 10:30:00),28.9105051150895,4.8,9.8727,17.0687,-7.196,2,1,10,1
"42",(01/01/18 10:45:00),45.0651406649616,4.3,9.6382,17.0787,-7.4405,2,1,10,1
"43",(01/01/18 11:00:00),58.8255179028133,4.475,9.7657,17.0787,-7.313,2,1,11,1
"44",(01/01/18 11:15:00),360.190383631714,9.196,10.101,17.1012,-7.0002,2,1,11,1
"45",(01/01/18 11:30:00),154.809974424552,0.12,10.6379,17.1043,-6.4664,2,1,11,1
"46",(01/01/18 11:45:00),88.7020076726343,4.325,10.9822,17.1012,-6.119,2,1,11,1
"47",(01/01/18 12:00:00),88.260895140665,4.7,12.024,17.1175,-5.0935,2,1,12,1
"48",(01/01/18 12:15:00),276.852615089514,6.616,12.7151,17.1668,-4.4517,2,1,12,1
"49",(01/01/18 12:30:00),73.1087020460358,0.9,12.7215,17.1893,-4.4678,2,1,12,1
"50",(01/01/18 12:45:00),41.6921099744246,4.175,12.6552,17.1993,-4.5441,2,1,12,1
"51",(01/01/18 13:00:00),33.5574552429668,4.675,12.6409,17.1962,-4.5553,2,1,13,1
"52",(01/01/18 13:15:00),84.0960038363171,4.089,12.4467,17.2293,-4.7826,2,1,13,1
"53",(01/01/18 13:30:00),40.0608567774936,5.1,12.2676,17.2162,-4.9486,2,1,13,1
"54",(01/01/18 13:45:00),62.6690345268542,3.975,11.8622,17.2362,-5.374,2,1,13,1
"55",(01/01/18 14:00:00),120.228650895141,4.944,11.6606,17.2431,-5.5825,2,1,14,1
"56",(01/01/18 14:15:00),30.4581585677749,3.621,11.6052,17.2431,-5.6379,2,1,14,1
"57",(01/01/18 14:30:00),28.4217455242967,4.425,11.4694,17.2306,-5.7612,2,1,14,1
"58",(01/01/18 14:45:00),42.4395012787724,4.3,11.5219,17.2306,-5.7087,2,1,14,1
"59",(01/01/18 15:00:00),88.9213874680307,5.006,10.9293,17.2537,-6.3244,2,1,15,1
"60",(01/01/18 15:15:00),62.8997378516624,3.85,11.0983,17.2837,-6.1854,2,1,15,1
"61",(01/01/18 15:30:00),45.3153452685422,4.3,10.896,17.2843,-6.3883,2,1,15,1
"62",(01/01/18 15:45:00),22.0379092071611,3.875,10.9185,17.2843,-6.3658,2,1,15,1
"63",(01/01/18 16:00:00),9.27794757033248,4.5,10.2897,17.2743,-6.9846,2,1,16,1
"64",(01/01/18 16:15:00),9.2112020460358,4.75,8.8366,17.2612,-8.4246,2,1,16,1
"65",(01/01/18 16:30:00),6.64523657289003,4.875,7.9146,17.2487,-9.3341,2,1,16,1
"66",(01/01/18 16:45:00),3.58998721227621,4.875,7.4815,17.2456,-9.7641,2,1,16,1
"67",(01/01/18 17:00:00),4.5313810741688,5.75,6.9343,17.1937,-10.2594,2,1,17,1
"68",(01/01/18 17:15:00),5.38469309462916,5.875,6.8816,17.1743,-10.2927,2,1,17,1
"69",(01/01/18 17:30:00),4.24694373401535,5.75,7.0316,17.1518,-10.1202,2,1,17,1
"70",(01/01/18 17:45:00),8.53312020460358,5.875,6.9949,17.1487,-10.1538,2,1,17,1
"71",(01/01/18 18:00:00),7.493452685422,6,7.1159,17.1324,-10.0165,2,1,18,1
"72",(01/01/18 18:15:00),6.59109974424552,5.75,6.934,17.1031,-10.1691,2,1,18,1
"73",(01/01/18 18:30:00),6.30685421994885,5.875,6.7496,17.0774,-10.3278,2,1,18,1
"74",(01/01/18 18:45:00),5.94375959079284,5.875,6.8418,17.0612,-10.2194,2,1,18,1
"75",(01/01/18 19:00:00),7.30709718670077,5.75,7.0639,17.0349,-9.971,2,1,19,1
"76",(01/01/18 19:15:00),6.8412084398977,5.75,6.9659,17.0256,-10.0597,2,1,19,1
"77",(01/01/18 19:30:00),6.81178388746803,5.75,6.758,17.0224,-10.2644,2,1,19,1
"78",(01/01/18 19:45:00),5.29151534526854,12.375,6.4962,16.9987,-10.5025,2,1,19,1
"79",(01/01/18 20:00:00),5.10044757033248,60.25,6.3342,17.0756,-10.7414,2,1,20,1
"80",(01/01/18 20:15:00),3.84971227621483,37.625,8.7479,17.235,-8.4871,2,1,20,1
"81",(01/01/18 20:30:00),7.22863171355499,42.875,10.2121,17.42,-7.2079,2,1,20,1
"82",(01/01/18 20:45:00),7.3659462915601,45.125,10.6224,17.6987,-7.0763,2,1,20,1
"83",(01/01/18 21:00:00),5.74759590792839,39.25,10.8605,17.9668,-7.1063,2,1,21,0
"84",(01/01/18 21:15:00),2.43733375959079,12.25,11.1403,18.1912,-7.0509,2,1,21,0
"85",(01/01/18 21:30:00),2.03519820971867,5.75,11.304,18.1831,-6.8791,2,1,21,0
"86",(01/01/18 21:45:00),0.465888746803069,5.625,11.3748,18.1212,-6.7464,2,1,21,0
"87",(01/01/18 22:00:00),0.102985933503836,5.5,11.409,18.03,-6.621,2,1,22,0
"88",(01/01/18 22:15:00),0.014712276214834,5.75,11.493,17.9568,-6.4638,2,1,22,0
"89",(01/01/18 22:30:00),0.009808184143223,5.5,11.5385,17.8812,-6.3427,2,1,22,0
"90",(01/01/18 22:45:00),0.005095907928389,5.375,11.3247,17.8112,-6.4865,2,1,22,0
"91",(01/01/18 23:00:00),0,5.25,11.2796,17.7606,-6.481,2,1,23,0
"92",(01/01/18 23:15:00),0,5.375,11.4671,17.7125,-6.2454,2,1,23,0
"93",(01/01/18 23:30:00),0,5.375,11.611,17.655,-6.044,2,1,23,0
"94",(01/01/18 23:45:00),0,5.375,11.5793,17.5937,-6.0144,2,1,23,0
"95",(01/02/18 00:00:00),0,5.375,11.436,17.575,-6.139,3,1,0,0
"96",(01/02/18 00:15:00),0,5,11.1622,17.5362,-6.374,3,1,0,0
"97",(01/02/18 00:30:00),0.004904092071611,5.125,10.7808,17.4974,-6.7166,3,1,0,0
"98",(01/02/18 01:00:00),0,5.125,10.878,17.4362,-6.5582,3,1,1,0
"99",(01/02/18 01:15:00),0,5,11.1343,17.3912,-6.2569,3,1,1,0
"100",(01/02/18 01:30:00),0,5,11.4698,17.3687,-5.8989,3,1,1,0
"101",(01/02/18 01:45:00),0,5.125,11.5391,17.3325,-5.7934,3,1,1,0
"102",(01/02/18 02:00:00),0,5,11.622,17.3262,-5.7042,3,1,2,0
"103",(01/02/18 02:15:00),0,5,11.7232,17.3162,-5.593,3,1,2,0
"104",(01/02/18 02:30:00),0,5,11.6479,17.2937,-5.6458,3,1,2,0
"105",(01/02/18 02:45:00),0,5.125,11.547,17.2643,-5.7173,3,1,2,0
"106",(01/02/18 03:00:00),0,5.125,11.4953,17.2581,-5.7628,3,1,3,0
"107",(01/02/18 03:15:00),0,5,11.4372,17.2449,-5.8077,3,1,3,0
"108",(01/02/18 03:30:00),0,5,11.5638,17.2318,-5.668,3,1,3,0
"109",(01/02/18 03:45:00),0.917065217391304,5.125,11.4575,17.2224,-5.7649,3,1,3,0
"110",(01/02/18 04:00:00),0.456080562659847,5.125,11.4104,17.1968,-5.7864,3,1,4,0
"111",(01/02/18 04:15:00),0.004904092071611,5.125,11.4801,17.1737,-5.6936,3,1,4,0
"112",(01/02/18 04:30:00),0.004904092071611,5,11.4538,17.1637,-5.7099,3,1,4,0
"113",(01/02/18 04:45:00),0,5.125,11.3499,17.1474,-5.7975,3,1,4,0
"114",(01/02/18 05:00:00),0,5.25,11.3096,17.1312,-5.8216,3,1,5,0
"115",(01/02/18 05:15:00),0,7.75,11.1742,17.1312,-5.957,3,1,5,0
"116",(01/02/18 05:30:00),0,8.125,10.9807,17.1312,-6.1505,3,1,5,0
"117",(01/02/18 05:45:00),0.005095907928389,8.125,10.9044,17.1312,-6.2268,3,1,5,0
"118",(01/02/18 06:00:00),0.004904092071611,8.25,10.8174,17.1337,-6.3163,3,1,6,0
"119",(01/02/18 06:15:00),0,8.125,10.7419,17.1399,-6.398,3,1,6,0
"120",(01/02/18 06:30:00),0,8.25,10.4576,17.1368,-6.6792,3,1,6,0
"121",(01/02/18 06:45:00),3.46719309462916,42.125,10.2883,17.1781,-6.8898,3,1,6,0
"122",(01/02/18 07:00:00),6.3606074168798,47.375,10.027,17.4318,-7.4048,3,1,7,1
"123",(01/02/18 07:15:00),5.68384271099744,36.875,9.4302,17.7425,-8.3123,3,1,7,1
"124",(01/02/18 07:30:00),5.59066496163683,38,9.1912,18.0562,-8.865,3,1,7,1
"125",(01/02/18 07:45:00),7.2776726342711,33.125,9.0611,18.3087,-9.2476,3,1,7,1
"126",(01/02/18 08:00:00),4.95091432225064,40.875,9.1688,18.5368,-9.368,3,1,8,1
"127",(01/02/18 08:15:00),8.0741368286445,37.625,9.0487,18.7331,-9.6844,3,1,8,1
"128",(01/02/18 08:30:00),8.10471227621483,39.25,8.9837,18.9268,-9.9431,3,1,8,1
"129",(01/02/18 08:45:00),26.8788810741688,39.05,8.4741,19.1262,-10.6521,3,1,8,1
"130",(01/02/18 09:00:00),64.7585358056266,34.65,8.0044,19.2918,-11.2874,3,1,9,1
"131",(01/02/18 09:15:00),132.783925831202,39.725,8.2576,19.4337,-11.1761,3,1,9,1
"132",(01/02/18 09:30:00),99.1090281329923,36.75,8.3546,19.5799,-11.2253,3,1,9,1
"133",(01/02/18 09:45:00),45.4668542199489,41.1,8.0956,19.6837,-11.5881,3,1,9,1
"134",(01/02/18 10:00:00),33.6733887468031,35.8,7.8312,19.7968,-11.9656,3,1,10,1
"135",(01/02/18 10:15:00),42.8358503836317,36.925,7.9491,19.8968,-11.9477,3,1,10,1
"136",(01/02/18 10:30:00),58.9933759590793,40.775,7.9554,20.0162,-12.0608,3,1,10,1
"137",(01/02/18 10:45:00),67.5502301790281,38.525,7.9421,20.1075,-12.1654,3,1,10,1
"138",(01/02/18 11:00:00),72.578152173913,37.075,8.0301,20.1912,-12.1611,3,1,11,1
"139",(01/02/18 11:15:00),94.0870652173913,35.575,8.2021,20.2887,-12.0866,3,1,11,1
"140",(01/02/18 11:30:00),111.244168797954,38.85,8.2663,20.3668,-12.1005,3,1,11,1
"141",(01/02/18 11:45:00),148.019226342711,36.525,8.2706,20.4449,-12.1743,3,1,11,1
"142",(01/02/18 12:00:00),171.030588235294,36.325,8.0507,20.5325,-12.4818,3,1,12,1
"143",(01/02/18 12:15:00),74.2696355498721,36.825,8.1176,20.6043,-12.4867,3,1,12,1
"144",(01/02/18 12:30:00),47.8097826086957,29.85,8.2392,20.6437,-12.4045,3,1,12,1
"145",(01/02/18 12:45:00),67.7826726342711,38.9,8.0579,20.6931,-12.6352,3,1,12,1
"146",(01/02/18 13:00:00),68.4039322250639,33.7,7.6937,20.7318,-13.0381,3,1,13,1
"147",(01/02/18 13:15:00),109.564987212276,39,7.6189,20.7806,-13.1617,3,1,13,1
"148",(01/02/18 13:30:00),80.4846611253197,28.95,7.7999,20.8168,-13.0169,3,1,13,1
"149",(01/02/18 13:45:00),64.9867647058824,39.95,7.871,20.8368,-12.9658,3,1,13,1
"150",(01/02/18 14:00:00),61.3730882352941,36.225,7.9994,20.8824,-12.883,3,1,14,1
"151",(01/02/18 14:15:00),50.3324040920716,35.025,7.9348,20.915,-12.9802,3,1,14,1
"152",(01/02/18 14:30:00),56.3075767263427,32.475,7.9045,20.9599,-13.0554,3,1,14,1
"153",(01/02/18 14:45:00),90.4529283887468,37.375,7.6594,21.0024,-13.343,3,1,14,1
"154",(01/02/18 15:00:00),116.37712915601,33.325,7.6595,21.0443,-13.3848,3,1,15,1
"155",(01/02/18 15:15:00),172.615537084399,27.6,7.9602,21.1268,-13.1666,3,1,15,1
"156",(01/02/18 15:30:00),74.5395716112532,36.1,8.2253,21.1393,-12.914,3,1,15,1
"157",(01/02/18 15:45:00),262.107717391304,29.575,8.4164,21.2087,-12.7923,3,1,15,1
"158",(01/02/18 16:00:00),142.963401534527,35.725,8.4042,21.2049,-12.8007,3,1,16,1
"159",(01/02/18 16:15:00),35.5631393861893,32.675,8.1727,21.2243,-13.0516,3,1,16,1
"160",(01/02/18 16:30:00),17.5783887468031,36.375,7.5543,21.2475,-13.6932,3,1,16,1
"161",(01/02/18 16:45:00),6.67496803069054,26.875,7.1634,21.2437,-14.0803,3,1,16,1
"162",(01/02/18 17:00:00),4.78148976982097,41.625,6.709,21.2306,-14.5216,3,1,17,1
"163",(01/02/18 17:15:00),3.9674104859335,31.25,6.5901,21.2206,-14.6305,3,1,17,1
"164",(01/02/18 17:30:00),4.23299872122762,37.75,6.384,21.1974,-14.8134,3,1,17,1
"165",(01/02/18 17:45:00),6.68937340153453,36,6.6062,21.1843,-14.5781,3,1,17,1
"166",(01/02/18 18:00:00),4.7912979539642,39,6.6187,21.1774,-14.5587,3,1,18,1
"167",(01/02/18 18:15:00),5.76230818414322,33,6.3302,21.1674,-14.8372,3,1,18,1
"168",(01/02/18 18:30:00),5.40921355498721,43,6.1391,21.155,-15.0159,3,1,18,1
"169",(01/02/18 18:45:00),5.51710358056266,29.125,6.3133,21.1393,-14.826,3,1,18,1
"170",(01/02/18 19:00:00),5.94375959079284,40.125,5.9509,21.1149,-15.164,3,1,19,1
"171",(01/02/18 19:15:00),6.15953964194373,28.875,6.175,21.0868,-14.9118,3,1,19,1
"172",(01/02/18 19:30:00),5.98299232736573,33.125,5.9393,21.0462,-15.1069,3,1,19,1
"173",(01/02/18 19:45:00),6.65014066496164,11.125,5.3998,20.9474,-15.5476,3,1,19,1
"174",(01/02/18 20:00:00),6.1006905370844,7.125,4.5337,20.7656,-16.2319,3,1,20,1
"175",(01/02/18 20:15:00),4.90409207161125,6.625,3.9797,20.5731,-16.5934,3,1,20,1
"176",(01/02/18 20:30:00),5.32584398976982,6.25,4.0389,20.3906,-16.3517,3,1,20,1
"177",(01/02/18 20:45:00),5.95847186700767,6.125,4.0642,20.2437,-16.1795,3,1,20,1
"178",(01/02/18 21:00:00),4.93842071611253,6.625,3.6536,20.1025,-16.4489,3,1,21,0
"179",(01/02/18 21:15:00),5.88019820971867,6,3.5342,19.9362,-16.402,3,1,21,0
"180",(01/02/18 21:30:00),6.4488810741688,5.875,3.7834,19.8006,-16.0172,3,1,21,0
"181",(01/02/18 21:45:00),5.14929667519182,6,3.8583,19.6812,-15.8229,3,1,21,0
"182",(01/02/18 22:00:00),5.86039002557545,6,4.0784,19.5812,-15.5028,3,1,22,0
"183",(01/02/18 22:15:00),4.00664322250639,5.5,3.8511,19.4781,-15.627,3,1,22,0
"184",(01/02/18 22:30:00),5.52200767263427,5.5,3.8137,19.3774,-15.5637,3,1,22,0
"185",(01/02/18 22:45:00),5.75269181585678,5.625,3.7386,19.2612,-15.5226,3,1,22,0
"186",(01/02/18 23:00:00),5.03159846547315,5.5,3.5276,19.1837,-15.6561,3,1,23,0
"187",(01/02/18 23:15:00),4.3597378516624,5.375,3.3809,19.0931,-15.7122,3,1,23,0
"188",(01/02/18 23:30:00),4.76187340153453,5.375,3.5504,19.0281,-15.4777,3,1,23,0
"189",(01/02/18 23:45:00),2.69234654731458,5.375,3.4737,18.9668,-15.4931,3,1,23,0
"190",(01/03/18 00:00:00),0.941585677749361,5.375,3.1669,18.8693,-15.7024,4,1,0,0
"191",(01/03/18 00:15:00),0.971010230179028,5,3.001,18.7981,-15.7971,4,1,0,0
"192",(01/03/18 00:30:00),0.774846547314578,5.25,2.9538,18.7393,-15.7855,4,1,0,0
"193",(01/03/18 00:45:00),0.436464194373402,5.375,3.1036,18.6674,-15.5638,4,1,0,0
"194",(01/03/18 01:00:00),0.519833759590793,5,3.0086,18.6193,-15.6107,4,1,1,0
"195",(01/03/18 01:30:00),0.534546035805627,5.125,2.6213,18.4825,-15.8612,4,1,1,0
"196",(01/03/18 01:45:00),0.559066496163683,5.125,2.7421,18.4143,-15.6722,4,1,1,0
"197",(01/03/18 02:00:00),0.480601023017903,5.25,2.6342,18.3656,-15.7314,4,1,2,0
"198",(01/03/18 02:15:00),0.446272378516624,5,2.6165,18.2937,-15.6772,4,1,2,0
"199",(01/03/18 02:30:00),0.377615089514066,5.125,2.6267,18.2387,-15.612,4,1,2,0
"200",(01/03/18 02:45:00),0.505121483375959,5,2.507,18.2031,-15.6961,4,1,2,0
"201",(01/03/18 03:00:00),0.456080562659847,5,2.5571,18.1375,-15.5804,4,1,3,0
"202",(01/03/18 03:15:00),0.308957800511509,5.125,2.6124,18.0893,-15.4769,4,1,3,0
"203",(01/03/18 03:30:00),0.563970588235294,5,2.6527,18.0337,-15.381,4,1,3,0
"204",(01/03/18 03:45:00),0.755230179028133,5,2.4426,17.9949,-15.5523,4,1,3,0
"205",(01/03/18 04:00:00),0.593395140664962,5.125,2.6176,17.9462,-15.3286,4,1,4,0
"206",(01/03/18 04:15:00),0.696381074168798,5.125,2.8056,17.8875,-15.0819,4,1,4,0
"207",(01/03/18 04:30:00),1.09851662404092,5,2.9872,17.8318,-14.8446,4,1,4,0
"208",(01/03/18 04:45:00),0.769942455242967,5,3.138,17.7931,-14.6551,4,1,4,0
"209",(01/03/18 05:00:00),0.956297953964194,5,3.2267,17.7468,-14.5201,4,1,5,0
"210",(01/03/18 05:15:00),0.789558823529412,7,3.3228,17.7143,-14.3915,4,1,5,0
"211",(01/03/18 05:30:00),0.872928388746803,8.125,3.4975,17.675,-14.1775,4,1,5,0
"212",(01/03/18 05:45:00),1.27996803069054,8.5,3.7546,17.655,-13.9004,4,1,5,0
"213",(01/03/18 06:00:00),1.08380434782609,8.875,3.9844,17.6281,-13.6437,4,1,6,0
"214",(01/03/18 06:15:00),1.35352941176471,9.25,4.0572,17.6187,-13.5615,4,1,6,0
"215",(01/03/18 06:30:00),2.14308823529412,7.75,4.3569,17.5725,-13.2156,4,1,6,0
"216",(01/03/18 06:45:00),2.77081202046036,38.375,4.7919,17.5906,-12.7987,4,1,6,0
"217",(01/03/18 07:00:00),6.14973145780051,51.5,6.0079,17.78,-11.7721,4,1,7,1
"218",(01/03/18 07:15:00),7.68471227621483,35.25,7.0391,18.0568,-11.0177,4,1,7,1
"219",(01/03/18 07:30:00),8.36416240409207,35.125,7.6505,18.2987,-10.6482,4,1,7,1
"220",(01/03/18 07:45:00),9.97010869565217,36.75,8.0396,18.5412,-10.5016,4,1,7,1
"221",(01/03/18 08:00:00),18.4523081841432,41.375,8.0909,18.7275,-10.6366,4,1,8,1
"222",(01/03/18 08:15:00),45.8451918158568,45.475,8.4689,18.9206,-10.4517,4,1,8,1
"223",(01/03/18 08:30:00),72.6505498721228,39.4,8.805,19.13,-10.325,4,1,8,1
"224",(01/03/18 08:45:00),80.9237851662404,44.075,9.0623,19.3787,-10.3164,4,1,8,1
"225",(01/03/18 09:00:00),88.7424296675192,47.825,9.369,19.6012,-10.2322,4,1,9,1
"226",(01/03/18 09:15:00),115.285415601023,47.125,9.7626,19.7887,-10.0261,4,1,9,1
"227",(01/03/18 09:30:00),250.995620204604,46.5,9.9929,19.9487,-9.9558,4,1,9,1
"228",(01/03/18 09:45:00),285.10641943734,41.9,10.2414,20.0974,-9.856,4,1,9,1
"229",(01/03/18 10:00:00),386.566112531969,47.65,10.5036,20.3237,-9.8201,4,1,10,1
"230",(01/03/18 10:15:00),381.905799232737,39.15,10.9581,20.4593,-9.5012,4,1,10,1
"231",(01/03/18 10:30:00),529.936195652174,49.375,11.1576,20.5925,-9.4349,4,1,10,1
"232",(01/03/18 10:45:00),363.33128516624,36.2,11.5787,20.7187,-9.14,4,1,10,1
"233",(01/03/18 11:00:00),540.490313299233,49.175,11.4874,20.8537,-9.3663,4,1,11,1
"234",(01/03/18 11:15:00),580.678254475703,45.375,11.6281,20.9712,-9.3431,4,1,11,1
"235",(01/03/18 11:30:00),620.323772378517,40.725,11.7853,21.0849,-9.2996,4,1,11,1
"236",(01/03/18 11:45:00),614.529622762148,43.625,12.3566,21.2056,-8.849,4,1,11,1
"237",(01/03/18 12:00:00),197.634200767263,32.5,12.5354,21.2899,-8.7545,4,1,12,1
"238",(01/03/18 12:15:00),190.879578005115,48,12.3198,21.3431,-9.0233,4,1,12,1
"239",(01/03/18 12:30:00),464.457193094629,40.325,12.4205,21.3987,-8.9782,4,1,12,1
"240",(01/03/18 12:45:00),522.649239130435,49.725,12.8127,21.5299,-8.7172,4,1,12,1
"241",(01/03/18 13:00:00),587.811560102302,37.338,13.1384,21.5825,-8.4441,4,1,13,1
"242",(01/03/18 13:15:00),652.400498721228,36.869,13.4904,21.5693,-8.0789,4,1,13,1
"243",(01/03/18 13:30:00),592.11260230179,37.325,13.9663,21.5774,-7.6111,4,1,13,1
"244",(01/03/18 13:45:00),669.776323529412,38.525,14.3773,21.5937,-7.2164,4,1,13,1
"245",(01/03/18 14:00:00),396.453913043478,33.35,14.7424,21.62,-6.8776,4,1,14,1
"246",(01/03/18 14:15:00),224.09037084399,41.425,14.657,21.6168,-6.9598,4,1,14,1
"247",(01/03/18 14:30:00),164.205869565217,39.475,14.3903,21.6199,-7.2296,4,1,14,1
"248",(01/03/18 14:45:00),158.018280051151,44.35,14.2839,21.6643,-7.3804,4,1,14,1
"249",(01/03/18 15:00:00),176.149168797954,31.5,13.9648,21.7493,-7.7845,4,1,15,1
"250",(01/03/18 15:15:00),164.098171355499,44.975,13.7962,21.8318,-8.0356,4,1,15,1
"251",(01/03/18 15:30:00),227.534884910486,37.2,13.6651,21.9112,-8.2461,4,1,15,1
"252",(01/03/18 15:45:00),145.750319693095,45.1,13.6576,22.0168,-8.3592,4,1,15,1
"253",(01/03/18 16:00:00),34.9037084398977,32.625,13.7984,21.9693,-8.1709,4,1,16,1
"254",(01/03/18 16:15:00),37.3798145780051,43.675,13.8134,21.9331,-8.1197,4,1,16,1
"255",(01/03/18 16:30:00),7.39876598465473,41.25,14.0066,21.8937,-7.8871,4,1,16,1
"256",(01/03/18 16:45:00),0.129424552429668,30.25,14.1739,21.8868,-7.7129,4,1,16,1
"257",(01/03/18 17:00:00),0,47.75,14.1693,21.87,-7.7007,4,1,17,1
"258",(01/03/18 17:15:00),0,38.5,13.841,21.8568,-8.0158,4,1,17,1
"259",(01/03/18 17:30:00),0,44.875,13.7914,21.8618,-8.0704,4,1,17,1
"260",(01/03/18 17:45:00),0.005095907928389,42.375,13.8742,21.865,-7.9908,4,1,17,1
"261",(01/03/18 18:00:00),0,39,13.8496,21.8524,-8.0028,4,1,18,1
"262",(01/03/18 18:15:00),0,43.875,13.692,21.8356,-8.1436,4,1,18,1
"263",(01/03/18 18:30:00),0.005095907928389,34.125,13.5137,21.8706,-8.3569,4,1,18,1
"264",(01/03/18 18:45:00),0,32.25,13.3498,21.8481,-8.4983,4,1,18,1
"265",(01/03/18 19:00:00),0.058849104859335,37.375,13.3442,21.8262,-8.482,4,1,19,1
"266",(01/03/18 19:15:00),6.27742966751918,43.625,13.0822,21.8362,-8.754,4,1,19,1
"267",(01/03/18 19:30:00),5.63480179028133,24.5,12.5781,21.8343,-9.2562,4,1,19,1
"268",(01/03/18 19:45:00),5.97318414322251,11.5,11.6909,21.7743,-10.0834,4,1,19,1
"269",(01/03/18 20:00:00),6.63033248081841,7.625,11.1955,21.6018,-10.4063,4,1,20,1
"270",(01/03/18 20:15:00),5.11496803069054,7.625,10.7916,21.4331,-10.6415,4,1,20,1
"271",(01/03/18 20:30:00),5.73288363171356,7.5,10.5999,21.2637,-10.6638,4,1,20,1
"272",(01/03/18 20:45:00),6.44907289002558,7.125,10.2898,21.1324,-10.8426,4,1,20,1
"273",(01/03/18 21:00:00),5.28170716112532,7.25,9.7043,21.0012,-11.2969,4,1,21,0
"274",(01/03/18 21:15:00),6.38512787723785,7.125,9.1765,20.8512,-11.6747,4,1,21,0
"275",(01/03/18 21:30:00),6.65485294117647,7,9.1249,20.755,-11.6301,4,1,21,0
