"","Date","Irradiance","Energy","External_Temperature","Office_Temperature","Delta_Temperature","Day","Month","Hours","Working"
"2380",(01/26/18 20:15:00),0.019616368286445,9.25,8.4385,21.9668,-13.5283,6,1,20,0
"2381",(01/26/18 20:30:00),0.014712276214834,8.375,8.5003,21.8443,-13.344,6,1,20,0
"2382",(01/26/18 20:45:00),0.053945012787724,8,8.2817,21.7349,-13.4532,6,1,20,0
"2383",(01/26/18 21:00:00),0.034328644501279,7.875,7.993,21.6518,-13.6588,6,1,21,0
"2384",(01/26/18 21:15:00),0.093177749360614,7.75,7.4998,21.5581,-14.0583,6,1,21,0
"2385",(01/26/18 21:30:00),0.083369565217391,7.375,7.6756,21.4743,-13.7987,6,1,21,0
"2386",(01/26/18 21:45:00),0.255012787723785,7.5,7.7203,21.385,-13.6647,6,1,21,0
"2387",(01/26/18 22:00:00),0.161835038363171,7.375,7.8022,21.2943,-13.4921,6,1,22,0
"2388",(01/26/18 22:15:00),0.230492327365729,7.125,7.7036,21.2199,-13.5163,6,1,22,0
"2389",(01/26/18 22:30:00),0.264820971867008,6.75,7.5147,21.1293,-13.6146,6,1,22,0
"2390",(01/26/18 22:45:00),0.417039641943734,7,7.3837,21.0706,-13.6869,6,1,22,0
"2391",(01/26/18 23:00:00),0.343286445012788,6.75,7.3527,21.0031,-13.6504,6,1,23,0
"2392",(01/26/18 23:15:00),0.603203324808184,6.75,7.017,20.9381,-13.9211,6,1,23,0
"2393",(01/26/18 23:30:00),0.485505115089514,6.75,6.5596,20.8762,-14.3166,6,1,23,0
"2394",(01/26/18 23:45:00),0.632627877237852,6.75,6.4635,20.8081,-14.3446,6,1,23,0
"2395",(01/27/18 00:00:00),0.755230179028133,6.75,6.4344,20.75,-14.3156,7,1,0,0
"2396",(01/27/18 00:15:00),1.09851662404092,6.375,6.3349,20.6912,-14.3563,7,1,0,0
"2397",(01/27/18 00:30:00),0.848407928388747,6.375,6.1865,20.6324,-14.4459,7,1,0,0
"2398",(01/27/18 00:45:00),1.09361253196931,6.375,6.0842,20.5681,-14.4839,7,1,0,0
"2399",(01/27/18 01:00:00),1.34862531969309,6.5,5.944,20.5287,-14.5847,7,1,1,0
"2400",(01/27/18 01:15:00),1.53988491048593,6.375,5.8583,20.4537,-14.5954,7,1,1,0
"2401",(01/27/18 01:30:00),1.50555626598465,6.625,6.0302,20.4312,-14.401,7,1,1,0
"2402",(01/27/18 01:45:00),1.84884271099744,6.375,5.9722,20.3631,-14.3909,7,1,1,0
"2403",(01/27/18 02:00:00),1.44180306905371,6.375,6.0544,20.3237,-14.2693,7,1,2,0
"2404",(01/27/18 02:15:00),1.8733631713555,6.375,5.8882,20.2687,-14.3805,7,1,2,0
"2405",(01/27/18 02:30:00),1.71152813299233,6.375,5.9033,20.2131,-14.3098,7,1,2,0
"2406",(01/27/18 02:45:00),2.17251278772378,6.5,5.7433,20.1812,-14.4379,7,1,2,0
"2407",(01/27/18 03:00:00),2.1332800511509,6.375,5.6478,20.1218,-14.474,7,1,3,0
"2408",(01/27/18 03:15:00),2.93264705882353,6.25,5.8634,20.0831,-14.2197,7,1,3,0
"2409",(01/27/18 03:30:00),2.47166240409207,6.375,5.8006,20.0406,-14.24,7,1,3,0
"2410",(01/27/18 03:45:00),2.23136189258312,6.25,5.5215,19.9918,-14.4703,7,1,3,0
"2411",(01/27/18 04:00:00),2.04010230179028,6,5.647,19.9593,-14.3123,7,1,4,0
"2412",(01/27/18 04:15:00),2.05481457800512,6.25,5.6956,19.92,-14.2244,7,1,4,0
"2413",(01/27/18 04:30:00),1.84393861892583,6,5.5897,19.8812,-14.2915,7,1,4,0
"2414",(01/27/18 04:45:00),1.90278772378517,6.25,5.6985,19.8318,-14.1333,7,1,4,0
"2415",(01/27/18 05:00:00),1.60854219948849,6.125,5.8113,19.8125,-14.0012,7,1,5,0
"2416",(01/27/18 05:15:00),1.7850895140665,6.125,5.864,19.7474,-13.8834,7,1,5,0
"2417",(01/27/18 05:30:00),1.71643222506394,5.875,5.9322,19.7312,-13.799,7,1,5,0
"2418",(01/27/18 05:45:00),2.0499104859335,5.875,6.0662,19.7018,-13.6356,7,1,5,0
"2419",(01/27/18 06:00:00),1.55950127877238,5.875,6.1964,19.6593,-13.4629,7,1,6,0
"2420",(01/27/18 06:15:00),1.1769820971867,5.75,6.1428,19.6331,-13.4903,7,1,6,0
"2421",(01/27/18 06:30:00),1.48593989769821,5.875,6.171,19.6068,-13.4358,7,1,6,0
"2422",(01/27/18 06:45:00),0.917065217391304,5.625,6.1669,19.5806,-13.4137,7,1,6,0
"2423",(01/27/18 07:00:00),1.35843350383632,5.875,6.2255,19.5487,-13.3232,7,1,7,0
"2424",(01/27/18 07:15:00),1.58421355498721,8.25,6.3687,19.5224,-13.1537,7,1,7,0
"2425",(01/27/18 07:30:00),1.88845907928389,5.625,6.6,19.4925,-12.8925,7,1,7,0
"2426",(01/27/18 07:45:00),3.92654092071611,5.75,6.6611,19.4862,-12.8251,7,1,7,0
"2427",(01/27/18 08:00:00),16.6787340153453,6,6.8134,19.4506,-12.6372,7,1,8,0
"2428",(01/27/18 08:15:00),33.2279219948849,8.425,6.7941,19.43,-12.6359,7,1,8,0
"2429",(01/27/18 08:30:00),54.3011445012788,9.525,6.7534,19.4331,-12.6797,7,1,8,0
"2430",(01/27/18 08:45:00),84.9220588235294,9.2,7.0568,19.4362,-12.3794,7,1,8,0
"2431",(01/27/18 09:00:00),105.239347826087,9.425,7.4089,19.4681,-12.0592,7,1,9,0
"2432",(01/27/18 09:15:00),154.701835038363,8.475,7.9182,19.4837,-11.5655,7,1,9,0
"2433",(01/27/18 09:30:00),269.365517902813,9.263,8.3419,19.5281,-11.1862,7,1,9,0
"2434",(01/27/18 09:45:00),367.586234015345,8.905,8.6279,19.5375,-10.9096,7,1,9,0
"2435",(01/27/18 10:00:00),360.91192455243,9.677,9.0906,19.5499,-10.4593,7,1,10,0
"2436",(01/27/18 10:15:00),374.972710997442,8.928,9.4312,19.5693,-10.1381,7,1,10,0
"2437",(01/27/18 10:30:00),489.505262148338,8.876,9.7867,19.575,-9.7883,7,1,10,0
"2438",(01/27/18 10:45:00),479.535856777494,9.9,10.4515,19.6175,-9.166,7,1,10,0
"2439",(01/27/18 11:00:00),506.474916879795,9.047,10.8992,19.6268,-8.7276,7,1,11,0
"2440",(01/27/18 11:15:00),563.660869565217,8.14,11.3377,19.6693,-8.3316,7,1,11,0
"2441",(01/27/18 11:30:00),499.409590792839,9.23,11.8895,19.6949,-7.8054,7,1,11,0
"2442",(01/27/18 11:45:00),547.335063938619,8.265,12.2919,19.7043,-7.4124,7,1,11,0
"2443",(01/27/18 12:00:00),532.954565217391,9.215,12.7021,19.7468,-7.0447,7,1,12,0
"2444",(01/27/18 12:15:00),558.250837595908,9.214,12.9722,19.7731,-6.8009,7,1,12,0
"2445",(01/27/18 12:30:00),574.637672634271,8.914,12.989,19.7962,-6.8072,7,1,12,0
"2446",(01/27/18 12:45:00),642.412423273657,24.694,13.174,19.8325,-6.6585,7,1,12,0
"2447",(01/27/18 13:00:00),604.026163682864,34.124,13.346,19.8587,-6.5127,7,1,13,0
"2448",(01/27/18 13:15:00),550.556438618926,31.395,13.4371,19.8918,-6.4547,7,1,13,0
"2449",(01/27/18 13:30:00),617.004277493606,33.459,13.5444,19.93,-6.3856,7,1,13,0
"2450",(01/27/18 13:45:00),581.060920716113,31.3,13.5713,19.9731,-6.4018,7,1,13,0
"2451",(01/27/18 14:00:00),589.062384910486,30,13.6763,19.9737,-6.2974,7,1,14,0
"2452",(01/27/18 14:15:00),587.985185421995,29.225,13.7232,20.0068,-6.2836,7,1,14,0
"2453",(01/27/18 14:30:00),548.450939897698,28.65,13.6809,20.0074,-6.3265,7,1,14,0
"2454",(01/27/18 14:45:00),556.844974424552,29.35,13.5569,20.0287,-6.4718,7,1,14,0
"2455",(01/27/18 15:00:00),536.69891943734,28.7,13.4705,20.0256,-6.5551,7,1,15,0
"2456",(01/27/18 15:15:00),433.24557544757,28.375,13.3735,20.0393,-6.6658,7,1,15,0
"2457",(01/27/18 15:30:00),407.151406649616,29.45,13.162,20.0437,-6.8817,7,1,15,0
"2458",(01/27/18 15:45:00),358.941265984655,13.553,12.995,20.0218,-7.0268,7,1,15,0
"2459",(01/27/18 16:00:00),252.781208439898,7.47,12.606,20.0187,-7.4127,7,1,16,0
"2460",(01/27/18 16:15:00),173.804175191816,6.625,12.2318,20.0031,-7.7713,7,1,16,0
"2461",(01/27/18 16:45:00),38.5675639386189,7.35,11.2417,19.9987,-8.757,7,1,16,0
"2462",(01/27/18 17:00:00),11.5185997442455,6.625,10.9623,19.9568,-8.9945,7,1,17,0
"2463",(01/27/18 17:15:00),0.915696930946292,5.75,10.7958,19.9337,-9.1379,7,1,17,0
"2464",(01/27/18 17:30:00),0.014712276214834,6.625,10.5951,19.9118,-9.3167,7,1,17,0
"2465",(01/27/18 17:45:00),0.004904092071611,7.125,10.3379,19.8762,-9.5383,7,1,17,0
"2466",(01/27/18 18:00:00),0,7,10.0965,19.8606,-9.7641,7,1,18,0
"2467",(01/27/18 18:15:00),0,7.25,9.3461,19.8212,-10.4751,7,1,18,0
"2468",(01/27/18 18:30:00),0.03923273657289,7.125,9.0323,19.7824,-10.7501,7,1,18,0
"2469",(01/27/18 18:45:00),0.034328644501279,7.125,9.228,19.7662,-10.5382,7,1,18,0
"2470",(01/27/18 19:00:00),0.034328644501279,7,9.014,19.7437,-10.7297,7,1,19,0
"2471",(01/27/18 19:15:00),0.014712276214834,7.125,9.0283,19.7112,-10.6829,7,1,19,0
"2472",(01/27/18 19:30:00),0.058849104859335,7,9.3523,19.6787,-10.3264,7,1,19,0
"2473",(01/27/18 19:45:00),0.073561381074169,7.125,9.385,19.6493,-10.2643,7,1,19,0
"2474",(01/27/18 20:00:00),0.127506393861893,6.875,9.3876,19.6199,-10.2323,7,1,20,0
"2475",(01/27/18 20:15:00),0.073561381074169,7.125,9.4048,19.6037,-10.1989,7,1,20,0
"2476",(01/27/18 20:30:00),0.088273657289003,7.125,9.4254,19.5743,-10.1489,7,1,20,0
"2477",(01/27/18 20:45:00),0.122602301790281,7,9.3547,19.5318,-10.1771,7,1,20,0
"2478",(01/27/18 21:00:00),0.11769820971867,7.25,9.4488,19.5193,-10.0705,7,1,21,0
"2479",(01/27/18 21:15:00),0.122602301790281,7,9.1561,19.4862,-10.3301,7,1,21,0
"2480",(01/27/18 21:30:00),0.073561381074169,7,9.0665,19.4831,-10.4166,7,1,21,0
"2481",(01/27/18 21:45:00),0.137314578005115,7.125,9.0876,19.45,-10.3624,7,1,21,0
"2482",(01/27/18 22:00:00),0.098081841432225,7,9.0188,19.4306,-10.4118,7,1,22,0
"2483",(01/27/18 22:15:00),0.122602301790281,6.625,9.0497,19.4212,-10.3715,7,1,22,0
"2484",(01/27/18 22:30:00),0.23539641943734,6.625,9.0008,19.3918,-10.391,7,1,22,0
"2485",(01/27/18 22:45:00),0.181451406649616,6.125,9.1547,19.3725,-10.2178,7,1,22,0
"2486",(01/27/18 23:00:00),0.132410485933504,6.25,9.0304,19.3362,-10.3058,7,1,23,0
"2487",(01/27/18 23:15:00),0.053945012787724,6,8.7491,19.3362,-10.5871,7,1,23,0
"2488",(01/27/18 23:30:00),0.112794117647059,6.25,8.9404,19.3137,-10.3733,7,1,23,0
"2489",(01/27/18 23:45:00),0.044136828644501,6.125,8.8364,19.3106,-10.4742,7,1,23,0
"2490",(01/28/18 00:00:00),0.083369565217391,6,8.9555,19.2775,-10.322,1,1,0,0
"2491",(01/28/18 00:15:00),0.024520460358056,6,8.9546,19.2649,-10.3103,1,1,0,0
"2492",(01/28/18 00:30:00),0.059040920716113,5.75,9.1052,19.2518,-10.1466,1,1,0,0
"2493",(01/28/18 00:45:00),0.058849104859335,5.875,9.003,19.2293,-10.2263,1,1,0,0
"2494",(01/28/18 01:00:00),0.049040920716113,5.875,8.9369,19.2162,-10.2793,1,1,1,0
"2495",(01/28/18 01:15:00),0.068657289002558,5.875,9.1318,19.1837,-10.0519,1,1,1,0
"2496",(01/28/18 01:30:00),0.053945012787724,5.875,9.1486,19.1806,-10.032,1,1,1,0
"2497",(01/28/18 01:45:00),0.034328644501279,5.875,9.3522,19.1674,-9.8152,1,1,1,0
"2498",(01/28/18 02:00:00),0.034328644501279,5.875,9.2588,19.1443,-9.8855,1,1,2,0
"2499",(01/28/18 02:15:00),0.068657289002558,5.75,9.2102,19.1181,-9.9079,1,1,2,0
"2500",(01/28/18 02:30:00),0.024520460358056,5.875,9.1771,19.1181,-9.941,1,1,2,0
"2501",(01/28/18 02:45:00),0.068657289002558,5.875,9.0393,19.1118,-10.0725,1,1,2,0
"2502",(01/28/18 03:00:00),0.049040920716113,5.75,9.0121,19.0925,-10.0804,1,1,3,0
"2503",(01/28/18 03:15:00),0.058849104859335,6,9.1157,19.0762,-9.9605,1,1,3,0
"2504",(01/28/18 03:30:00),0.024520460358056,5.75,8.9497,19.0468,-10.0971,1,1,3,0
"2505",(01/28/18 03:45:00),0.063753196930946,6.125,8.8221,19.0306,-10.2085,1,1,3,0
"2506",(01/28/18 04:00:00),0.044136828644501,5.75,8.4651,19.0143,-10.5492,1,1,4,0
"2507",(01/28/18 04:15:00),0.014712276214834,6,8.5187,19.0112,-10.4925,1,1,4,0
"2508",(01/28/18 04:30:00),0.03923273657289,5.75,8.5186,19.0081,-10.4895,1,1,4,0
"2509",(01/28/18 04:45:00),0.07846547314578,5.875,8.7144,18.9718,-10.2574,1,1,4,0
"2510",(01/28/18 05:00:00),0.07846547314578,6,8.6567,18.9556,-10.2989,1,1,5,0
"2511",(01/28/18 05:15:00),0.107890025575448,5.875,8.4162,18.9393,-10.5231,1,1,5,0
"2512",(01/28/18 05:30:00),0.205971867007673,6,8.2121,18.9268,-10.7147,1,1,5,0
"2513",(01/28/18 05:45:00),0.534546035805627,6,8.0599,18.9112,-10.8513,1,1,5,0
"2514",(01/28/18 06:00:00),0.500217391304348,6,7.7171,18.8781,-11.161,1,1,6,0
"2515",(01/28/18 06:15:00),0.691476982097187,5.875,7.1591,18.8649,-11.7058,1,1,6,0
"2516",(01/28/18 06:30:00),0.872928388746803,6.125,7.3368,18.8487,-11.5119,1,1,6,0
"2517",(01/28/18 06:45:00),1.66739130434783,6,7.0442,18.8424,-11.7982,1,1,6,0
"2518",(01/28/18 07:00:00),1.53988491048593,6,7.0599,18.7868,-11.7269,1,1,7,1
"2519",(01/28/18 07:15:00),1.85865089514067,6.25,7.0872,18.7775,-11.6903,1,1,7,1
"2520",(01/28/18 07:30:00),2.50166240409207,5.5,7.3381,18.7581,-11.42,1,1,7,1
"2521",(01/28/18 07:45:00),8.80361253196931,5.375,7.3445,18.7581,-11.4136,1,1,7,1
"2522",(01/28/18 08:00:00),27.2747122762148,5.3,7.3416,18.7418,-11.4002,1,1,8,1
"2523",(01/28/18 08:15:00),51.5430690537084,4.85,6.8962,18.7218,-11.8256,1,1,8,1
"2524",(01/28/18 08:30:00),76.3702813299233,5.575,6.5649,18.7281,-12.1632,1,1,8,1
"2525",(01/28/18 08:45:00),90.2368797953964,4.825,7.029,18.7343,-11.7053,1,1,8,1
"2526",(01/28/18 09:00:00),128.672941176471,5.205,7.2772,18.76,-11.4828,1,1,9,1
"2527",(01/28/18 09:15:00),210.943497442455,5.705,7.5326,18.7956,-11.263,1,1,9,1
"2528",(01/28/18 09:30:00),198.064667519182,5.519,7.8985,18.8274,-10.9289,1,1,9,1
"2529",(01/28/18 09:45:00),217.859386189258,5.545,8.0321,18.8699,-10.8378,1,1,9,1
"2530",(01/28/18 10:00:00),224.904322250639,6.317,8.162,18.9049,-10.7429,1,1,10,1
"2531",(01/28/18 10:15:00),249.045664961637,6.231,8.3602,18.9181,-10.5579,1,1,10,1
"2532",(01/28/18 10:30:00),253.056291560102,5.917,8.5834,18.9768,-10.3934,1,1,10,1
"2533",(01/28/18 10:45:00),281.458593350384,6.561,9.2855,19.0187,-9.7332,1,1,10,1
"2534",(01/28/18 11:00:00),499.065907928389,19.133,9.6733,19.0218,-9.3485,1,1,11,1
"2535",(01/28/18 11:15:00),558.604354219949,41.75,9.9137,19.0381,-9.1244,1,1,11,1
"2536",(01/28/18 11:30:00),578.704840153453,51.6,9.9419,19.0574,-9.1155,1,1,11,1
"2537",(01/28/18 11:45:00),611.556342710997,52.125,10.2051,19.0606,-8.8555,1,1,11,1
"2538",(01/28/18 12:00:00),639.137589514067,52.725,10.5043,19.1037,-8.5994,1,1,12,1
"2539",(01/28/18 12:15:00),650.201457800511,53.275,10.7645,19.1168,-8.3523,1,1,12,1
"2540",(01/28/18 12:30:00),661.250441176471,52.9,11.0203,19.1468,-8.1265,1,1,12,1
"2541",(01/28/18 12:45:00),672.223945012788,53.325,11.1928,19.1768,-7.984,1,1,12,1
"2542",(01/28/18 13:00:00),664.079648337596,53.65,11.2739,19.2031,-7.9292,1,1,13,1
"2543",(01/28/18 13:15:00),657.304200767263,52.9,11.5029,19.2099,-7.707,1,1,13,1
"2544",(01/28/18 13:30:00),650.650562659847,48.475,11.7482,19.25,-7.5018,1,1,13,1
"2545",(01/28/18 13:45:00),635.603465473146,47.5,11.785,19.2731,-7.4881,1,1,13,1
"2546",(01/28/18 14:00:00),615.894386189258,47.85,11.944,19.2931,-7.3491,1,1,14,1
"2547",(01/28/18 14:15:00),590.952141943734,48.075,12.0197,19.3075,-7.2878,1,1,14,1
"2548",(01/28/18 14:30:00),557.597755754476,30.625,12.046,19.3075,-7.2615,1,1,14,1
"2549",(01/28/18 14:45:00),527.793970588235,28.625,12.2213,19.3343,-7.113,1,1,14,1
"2550",(01/28/18 15:00:00),467.335780051151,29.275,12.254,19.3349,-7.0809,1,1,15,1
"2551",(01/28/18 15:15:00),435.438184143223,29.3,12.3934,19.3349,-6.9415,1,1,15,1
"2552",(01/28/18 15:30:00),370.77557544757,29.1,12.4005,19.3518,-6.9513,1,1,15,1
"2553",(01/28/18 15:45:00),313.706342710997,19.616,12.3956,19.3362,-6.9406,1,1,15,1
"2554",(01/28/18 16:00:00),251.756803069054,6.725,12.3313,19.3368,-7.0055,1,1,16,1
"2555",(01/28/18 16:15:00),196.619130434783,6,12.1555,19.3368,-7.1813,1,1,16,1
"2556",(01/28/18 16:30:00),133.170639386189,5.9,11.6019,19.3343,-7.7324,1,1,16,1
"2557",(01/28/18 16:45:00),59.8419373401535,6.35,11.1945,19.3281,-8.1336,1,1,16,1
"2558",(01/28/18 17:00:00),29.4523849104859,6.55,10.9387,19.3125,-8.3738,1,1,17,1
"2559",(01/28/18 17:15:00),6.04399616368286,5.25,10.8059,19.3031,-8.4972,1,1,17,1
"2560",(01/28/18 17:30:00),0.240492327365729,5.75,10.4826,19.2737,-8.7911,1,1,17,1
"2561",(01/28/18 17:45:00),0.009808184143223,6.625,9.8597,19.2281,-9.3684,1,1,17,1
"2562",(01/28/18 18:00:00),0.019616368286445,6.5,9.6131,19.2024,-9.5893,1,1,18,1
"2563",(01/28/18 18:15:00),0.029424552429668,6.5,9.1028,19.1962,-10.0934,1,1,18,1
"2564",(01/28/18 18:30:00),0.147122762148338,6.625,8.8672,19.1443,-10.2771,1,1,18,1
"2565",(01/28/18 18:45:00),0.519833759590793,6.5,8.1384,19.1281,-10.9897,1,1,18,1
"2566",(01/28/18 19:00:00),0.971010230179028,6.625,7.4709,19.0956,-11.6247,1,1,19,1
"2567",(01/28/18 19:15:00),1.66248721227622,6.625,7.1659,19.05,-11.8841,1,1,19,1
"2568",(01/28/18 19:30:00),1.73114450127877,6.375,6.9638,19.0112,-12.0474,1,1,19,1
"2569",(01/28/18 19:45:00),2.10385549872123,6.625,6.6047,18.975,-12.3703,1,1,19,1
"2570",(01/28/18 20:00:00),3.04544117647059,6.375,6.3839,18.9425,-12.5586,1,1,20,1
"2571",(01/28/18 20:15:00),2.63840153452685,6.625,6.2084,18.9037,-12.6953,1,1,20,1
"2572",(01/28/18 20:30:00),2.82475703324808,6.5,6.2054,18.8612,-12.6558,1,1,20,1
"2573",(01/28/18 20:45:00),2.6580179028133,6.5,6.1747,18.8349,-12.6602,1,1,20,1
"2574",(01/28/18 21:00:00),2.36377237851662,6.5,5.9859,18.8018,-12.8159,1,1,21,0
"2575",(01/28/18 21:15:00),3.34949488491049,6.5,5.7331,18.7668,-13.0337,1,1,21,0
"2576",(01/28/18 21:30:00),3.10919437340153,6.125,5.3884,18.7212,-13.3328,1,1,21,0
"2577",(01/28/18 21:45:00),3.33968670076726,6.125,5.4592,18.685,-13.2258,1,1,21,0
"2578",(01/28/18 22:00:00),3.64864450127877,6.25,5.0262,18.6718,-13.6456,1,1,22,0
"2579",(01/28/18 22:15:00),2.99168797953964,6.25,5.0842,18.6362,-13.552,1,1,22,0
"2580",(01/28/18 22:30:00),3.54075447570332,6.25,5.2822,18.5774,-13.2952,1,1,22,0
"2581",(01/28/18 22:45:00),5.29151534526854,6.375,5.0764,18.555,-13.4786,1,1,22,0
"2582",(01/28/18 23:00:00),4.52157289002558,6.125,5.1338,18.5418,-13.408,1,1,23,0
"2583",(01/28/18 23:15:00),5.02669437340153,6.125,5.0876,18.4925,-13.4049,1,1,23,0
"2584",(01/28/18 23:30:00),5.84567774936061,6.125,4.9477,18.4731,-13.5254,1,1,23,0
"2585",(01/28/18 23:45:00),5.32093989769821,6,4.9199,18.4506,-13.5307,1,1,23,0
"2586",(01/29/18 00:00:00),4.62946291560102,6.125,5.1195,18.4112,-13.2917,2,1,0,0
"2587",(01/29/18 00:15:00),4.26656010230179,5.875,5.4439,18.3881,-12.9442,2,1,0,0
"2588",(01/29/18 00:30:00),4.30088874680307,5.875,4.8662,18.3787,-13.5125,2,1,0,0
"2589",(01/29/18 00:45:00),5.84567774936061,6,4.5223,18.3293,-13.807,2,1,0,0
"2590",(01/29/18 01:00:00),5.69365089514066,5.75,4.2918,18.3068,-14.015,2,1,1,0
"2591",(01/29/18 01:15:00),7.35123401534527,5.75,3.8041,18.2806,-14.4765,2,1,1,0
"2592",(01/29/18 01:30:00),4.49214833759591,6,3.2816,18.2481,-14.9665,2,1,1,0
"2593",(01/29/18 01:45:00),1.95673273657289,5.75,3.5296,18.2287,-14.6991,2,1,1,0
"2594",(01/29/18 02:00:00),2.73157928388747,5.75,3.6787,18.2024,-14.5237,2,1,2,0
"2595",(01/29/18 02:15:00),2.51089514066496,5.75,3.2363,18.1731,-14.9368,2,1,2,0
"2596",(01/29/18 02:30:00),1.53988491048593,5.75,3.3046,18.1537,-14.8491,2,1,2,0
"2597",(01/29/18 02:45:00),1.42728260869565,5.625,2.9931,18.1143,-15.1212,2,1,2,0
"2598",(01/29/18 03:00:00),1.10342071611253,5.75,2.7217,18.0818,-15.3601,2,1,3,0
"2599",(01/29/18 03:15:00),0.701285166240409,5.75,2.5471,18.0787,-15.5316,2,1,3,0
"2600",(01/29/18 03:30:00),1.10832480818414,5.75,2.8163,18.0362,-15.2199,2,1,3,0
"2601",(01/29/18 03:45:00),1.16717391304348,5.625,2.9838,18.0068,-15.023,2,1,3,0
"2602",(01/29/18 04:00:00),1.65267902813299,5.875,3.044,17.9906,-14.9466,2,1,4,0
"2603",(01/29/18 04:15:00),1.21621483375959,5.5,2.9396,17.9581,-15.0185,2,1,4,0
"2604",(01/29/18 04:30:00),1.35352941176471,5.75,3.1181,17.9225,-14.8044,2,1,4,0
"2605",(01/29/18 04:45:00),1.29958439897698,5.625,3.0866,17.8893,-14.8027,2,1,4,0
"2606",(01/29/18 05:00:00),1.13774936061381,5.875,3.1164,17.8831,-14.7667,2,1,5,0
"2607",(01/29/18 05:15:00),1.69681585677749,6,2.7679,17.8668,-15.0989,2,1,5,0
"2608",(01/29/18 05:30:00),0.804271099744246,6.625,2.6917,17.8368,-15.1451,2,1,5,0
"2609",(01/29/18 05:45:00),1.21131074168798,35.625,2.5117,17.8462,-15.3345,2,1,5,0
"2610",(01/29/18 06:00:00),0.54925831202046,55.125,2.887,18.0468,-15.1598,2,1,6,0
"2611",(01/29/18 06:15:00),1.25054347826087,40.625,2.1493,18.3424,-16.1931,2,1,6,0
"2612",(01/29/18 06:30:00),1.81941815856778,30.75,2.3211,18.645,-16.3239,2,1,6,0
"2613",(01/29/18 06:45:00),1.61835038363171,31.625,2.2112,18.9106,-16.6994,2,1,6,0
"2614",(01/29/18 07:00:00),1.84884271099744,31.875,2.4261,19.1124,-16.6863,2,1,7,1
"2615",(01/29/18 07:15:00),1.64287084398977,35.625,2.5288,19.2975,-16.7687,2,1,7,1
"2616",(01/29/18 07:30:00),2.57522378516624,28.25,2.5563,19.4931,-16.9368,2,1,7,1
"2617",(01/29/18 07:45:00),6.3103452685422,31.5,2.7807,19.6162,-16.8355,2,1,7,1
"2618",(01/29/18 08:00:00),18.345358056266,30.625,2.6043,19.7543,-17.15,2,1,8,1
"2619",(01/29/18 08:15:00),29.0724680306905,29.875,2.5636,19.8712,-17.3076,2,1,8,1
"2620",(01/29/18 08:30:00),43.9782608695652,36.475,2.4674,20.0218,-17.5544,2,1,8,1
"2621",(01/29/18 08:45:00),47.2306713554987,42.925,2.7823,20.2068,-17.4245,2,1,8,1
"2622",(01/29/18 09:00:00),60.8461125319693,42.65,3.3039,20.4168,-17.1129,2,1,9,1
"2623",(01/29/18 09:15:00),219.518427109974,48.05,3.9247,20.5906,-16.6659,2,1,9,1
"2624",(01/29/18 09:30:00),336.126905370844,40.675,4.4859,20.7806,-16.2947,2,1,9,1
"2625",(01/29/18 09:45:00),385.970230179028,33.575,5.1537,20.9549,-15.8012,2,1,9,1
"2626",(01/29/18 10:00:00),441.02395140665,36.975,5.8711,21.1262,-15.2551,2,1,10,1
"2627",(01/29/18 10:15:00),469.266029411765,40.875,6.7854,21.27,-14.4846,2,1,10,1
"2628",(01/29/18 10:30:00),542.600172634271,35.85,7.5224,21.4006,-13.8782,2,1,10,1
"2629",(01/29/18 10:45:00),556.330965473146,35.2,8.3245,21.4987,-13.1742,2,1,10,1
"2630",(01/29/18 11:00:00),592.749731457801,41.55,9.0459,21.6424,-12.5965,2,1,11,1
"2631",(01/29/18 11:15:00),620.403970588235,35.825,9.6209,21.7406,-12.1197,2,1,11,1
"2632",(01/29/18 11:30:00),646.215019181586,36.178,10.0938,21.8268,-11.733,2,1,11,1
"2633",(01/29/18 11:45:00),661.88594629156,31.484,10.4719,21.9518,-11.4799,2,1,11,1
"2634",(01/29/18 12:00:00),675.232442455243,36.698,10.9667,22.0281,-11.0614,2,1,12,1
"2635",(01/29/18 12:15:00),680.72976342711,28.351,11.3416,22.1175,-10.7759,2,1,12,1
"2636",(01/29/18 12:30:00),692.152902813299,36.744,11.804,22.2287,-10.4247,2,1,12,1
"2637",(01/29/18 12:45:00),696.382774936061,33.555,12.1212,22.2781,-10.1569,2,1,12,1
"2638",(01/29/18 13:00:00),695.698529411765,34.964,12.3437,22.3212,-9.9775,2,1,13,1
"2639",(01/29/18 13:15:00),689.194168797954,30.821,12.5622,22.3743,-9.8121,2,1,13,1
"2640",(01/29/18 13:30:00),674.726572890026,35.659,12.6677,22.3956,-9.7279,2,1,13,1
"2641",(01/29/18 13:45:00),653.25641943734,30.825,12.7701,22.4099,-9.6398,2,1,13,1
"2642",(01/29/18 14:00:00),632.447429667519,31.004,12.8528,22.4068,-9.554,2,1,14,1
"2643",(01/29/18 14:15:00),604.602519181586,33,12.8672,22.4337,-9.5665,2,1,14,1
"2644",(01/29/18 14:30:00),584.993452685422,34.675,12.9561,22.4687,-9.5126,2,1,14,1
"2645",(01/29/18 14:45:00),550.154354219949,30.025,12.9664,22.5006,-9.5342,2,1,14,1
"2646",(01/29/18 15:00:00),551.812212276215,27.7,12.8985,22.5431,-9.6446,2,1,15,1
